stop_code,stop_name
4823,Maygrove Park
4821,Centreway Reserve
4573,Evelyn Page Retirement Village
4575,Grovenor Drive
4565,Flavell Drive
4590,Godfrey Drive
4860,Arran Point Parade
4563,Botanical Drive Park
4557,Prospect Terrace
4555,Madison Terrace
4553,Manuel Road
4551,Millwater Shops
4542,Stella Maris Lane
4549,Stella Maris Lane
4544,Millwater Shops
4546,Manuel Road
4548,Madison Terrace
4550,Prospect Terrace
4556,Blake Greens
4887,Arran Point Parade
4579,Godfrey Drive
4560,Flavell Drive
4562,Chesterfield Way
4822,Pine Valley Road
4824,1602 Dairy Flat Highway
4826,Wilks Road
4849,Kahikatea Flat Road
4830,1338 Dairy Flat Highway
4832,Landfill Access Road
4834,Dairy Flat School
4836,Blackbridge Road
4838,Green Road
4840,Bawden Road
4842,Kennedy Road
4844,Opposite 883 Dairy Flat Highway
4914,Goodland Drive
4846,Durey Road
4848,737 Dairy Flat Highway
4850,Foley Quarry Road
4877,Foley Quarry Road
4875,619 Dairy Flat Highway
4873,Potter Road
4871,759 Dairy Flat Highway
4869,Durey Road
4867,Goodland Drive
4865,883 Dairy Flat Highway
4863,Kennedy Road
4861,Bawden Road
4859,Green Road
4857,Blackbridge Road
4855,Dairy Flat School
4853,1285 Dairy Flat Highway
4851,Horseshoe Bus Road
4828,Kahikatea Flat Road
4847,Wilks Road
4845,1609 Dairy Flat Highway
4841,Pine Valley Road
4708,Gulf Harbour Terminal
4538,Bella Vista Drive
4277,Everard Avenue
4600,1454 Whangaparaoa Road
4510,Shakespear Regional Park
4601,1453 Whangaparaoa Road
4603,Everard Avenue
4605,Shakespear Road
4604,Shakespeare Road
4545,Bella Vista Drive
4881,Ahutoetoe School
4895,Emma Lane
4888,Emma Lane (School side)
4880,Ahutoetoe School
4789,Ahutoetoe Road
4729,Henry Taylor Rise
4754,Henry Taylor Rise
4794,Ahutoetoe Road
4593,Percy Street
4591,Walton Avenue
4517,Stop A Warkworth Community Transport Hub
4518,Stop B Warkworth Community Transport Hub
4580,Walton Avenue
4945,Governor Grey Road
4943,Tamatea Drive
4937,Snells Beach Road
4599,Dawson Road
4597,Horizon School
4595,Fidelis Avenue
4947,Mera Road
4586,Fidelis Avenue
4588,Horizon School
4500,Iris Street
4582,Snells Beach Road
4592,Tamatea Drive
4594,Lett Road
4589,Riverglade Lane
4584,Waimanu Place
4596,Meiklejohn Way
4578,Riverglade Lane
4598,Matakana School
4962,Wellsford Station
4964,Wellsford War Memorial Library
4963,Wellsford War Memorial Library
4541,Alnwick Street
4497,Hexham Street
4508,Mahurangi Presbyterian Church
4505,Mahurangi College
4499,Summerset Falls
4856,Warkworth Primary School
1808,Bay 8 Manukau Bus Station
6558,Puhinui School
1791,Stop A Puhinui
2216,Milan Road
2396,Hape Drive
2007,Leonard Isitt Drive
2003,Geoffrey Roberts Road
2421,Hape Drive
2217,Milan Road
1792,Stop B Puhinui
6557,Puhinui School
9640,Bayswater Ferry Terminal
9701,Downtown Ferry Terminal Pier 1
9660,Birkenhead Ferry Terminal
9730,Te Onewa Northcote Point Ferry Terminal
1063,Daldy Street/Gaunt Street
1342,Te Komititanga
7050,Vulcan Lane
7052,Durham Street
7054,Wellesley Street
7060,Auckland Town Hall
1084,80 Greys Avenue
9670,Devonport Ferry Terminal
9702,Downtown Ferry Terminal Pier 2
9507,Manukau Train Station 1
9216,Puhinui Train Station 1
9214,Papatoetoe Train Station 1
9212,Middlemore Train Station 1
9210,Otahuhu Train Station 1
9408,Sylvia Park Train Station 1
9407,Panmure Train Station 1
9404,Glen Innes Train Station 1
9402,Meadowbank Train Station 1
9400,Orakei Train Station 1
9001,Waitemata Train Station 1
9401,Orakei Train Station 2
9403,Meadowbank Train Station 2
9405,Glen Innes Train Station 2
9406,Panmure Train Station 2
9409,Sylvia Park Train Station 2
9209,Otahuhu Train Station 3
9213,Middlemore Train Station 2
9215,Papatoetoe Train Station 2
9217,Puhinui Train Station 2
9002,Waitemata Train Station 2
9003,Waitemata Train Station 3
9508,Manukau Train Station 2
9211,Otahuhu Train Station 2
9690,Gulf Harbour Ferry Terminal
9708,Downtown Ferry Terminal Pier 8
9714,Downtown Ferry Terminal Pier 14
9713,Downtown Ferry Terminal Pier 13
9700,Half Moon Bay Ferry Terminal
9705,Downtown Ferry Terminal Pier 5
9650,Beach Haven Ferry Terminal
9720,Hobsonville Point Ferry Terminal
9707,Downtown Ferry Terminal Pier 7
9011,Hamilton Frankton Train Station 1
9021,Hamilton Rotokauri Train Station 1
9031,Huntly Train Station 1
9233,Pukekohe Train Station 2
9241,The Strand Train Station 1
9235,Pukekohe Train Station 4
9022,Hamilton Rotokauri Train Station 2
7195,Ayr Street
7193,Holy Trinity Cathedral
7191,St Georges Bay Road
7189,Scarborough Lane
7187,Parnell Shops
7185,Fraser Park
7184,Churchill Street
7186,Fraser Park
7188,Parnell Shops
7190,Scarborough Lane
7192,St Georges Bay Road
7194,Holy Trinity Cathedral
7196,Ayr Street
9793,Kennedy Point Sealink Ferry Terminal
9699,Half Moon Bay Sealink Ferry Terminal
9719,Hamer Street Sealink Ferry Terminal
1323,Customs Street East
4226,Stop A Albany Bus Station
4567,Baxter Street
4602,Baxter Street
7161,Alten Road
9792,Waiheke Ferry Terminal 3
9790,Waiheke Ferry Terminal
9711,Downtown Ferry Terminal Pier 11
9672,Devonport Ferry Terminal 2
7048,Fort Street
7062,Queen Street/Myers Park
1002,Stop A Lower Albert
4981,Stop A Hibiscus Coast
7128,Wakefield Street
9104,Newmarket Train Station 4
9201,Remuera Train Station 2
9203,Greenlane Train Station 2
9205,Ellerslie Train Station 2
9500,Penrose Train Station 3
9501,Te Papapa Train Station 1
9503,Onehunga Train Station
9103,Newmarket Train Station 2
9204,Ellerslie Train Station 1
9202,Greenlane Train Station 1
9200,Remuera Train Station 1
9100,Newmarket Train Station 1
1077,Stop E St Lukes
8228,Lloyd Avenue
8221,Mount Albert Shops
9740,Pine Harbour Ferry Terminal
9703,Downtown Ferry Terminal Pier 3
9706,Downtown Ferry Terminal Pier 6
9750,Rakino Ferry Terminal
9760,Rangitoto Ferry Terminal
7005,Customs Street West/Te Komititanga
7236,Stop C Sylvia Park
7017,Stop B Queens Arcade
1793,Stop C Puhinui
2554,Papakura Station
8872,Asquith Avenue
8867,Asquith Avenue
9234,Pukekohe Train Station 3
9230,Papakura Train Station 3
9226,Takaanini Train Station 1
9224,Te Mahia Train Station 1
9222,Manurewa Train Station 1
9220,Homai Train Station 1
9206,Penrose Train Station 1
9105,Parnell Train Station 1
9106,Parnell Train Station 2
9207,Penrose Train Station 2
9221,Homai Train Station 2
9223,Manurewa Train Station 2
9225,Te Mahia Train Station 2
9227,Takaanini Train Station 2
9228,Papakura Train Station 1
9004,Waitemata Train Station 4
9232,Pukekohe Train Station 1
9229,Papakura Train Station 2
9691,Tiritiri Matangi Island Wharf
7394,St Heliers School
7396,Woodside Crescent
7398,St Philip's Church
7562,St Philip's Church
7399,Woodside Crescent
7397,St Heliers School
9328,Swanson Train Station 1
9326,Ranui Train Station 1
9324,Sturges Rd Train Station 1
9322,Henderson Train Station 1
9320,Sunnyvale Train Station 1
9318,Glen Eden Train Station 1
9316,Fruitvale Train Station 1
9314,New Lynn Train Station 1
9312,Avondale Train Station 1
9310,Mt Albert Train Station 1
9308,Baldwin Ave Train Station 1
9306,Morningside Train Station 1
9304,Kingsland Train Station 1
9300,Grafton Train Station 1
9301,Grafton Train Station 2
9305,Kingsland Train Station 2
9307,Morningside Train Station 2
9309,Baldwin Ave Train Station 2
9311,Mt Albert Train Station 2
9313,Avondale Train Station 2
9315,New Lynn Train Station 2
9317,Fruitvale Train Station 2
9319,Glen Eden Train Station 2
9321,Sunnyvale Train Station 2
9329,Swanson Train Station 2
9810,West Harbour Ferry Terminal
5931,Stop D Lincoln Bus Interchange
